,billid,firstname,lastname,state,primaryorco,representativeid,billstage,chambername,civid
1038,369,,Carson,Indiana,Co,202,INTRODUCED,Senator,
1039,376,,Clarke,New York,Co,330,INTRODUCED,Senator,
1040,376,,Johnson,Georgia,Co,0,INTRODUCED,Senator,184
1041,376,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,
1042,376,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,
1043,377,,Swalwell,California,Co,361,INTRODUCED,Senator,
1044,377,Judy,Chu,California,Co,388,INTRODUCED,Senator,
1045,377,,Wilson,Florida,Co,278,INTRODUCED,Senator,
1046,377,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Senator,
1047,377,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,
1048,377,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,
1049,377,,Sewell,Alabama,Co,172,INTRODUCED,Senator,
1050,377,Al,Green,Texas,Co,132,INTRODUCED,Senator,
1051,377,Al,Green,Texas,Co,128,INTRODUCED,Senator,
1052,377,,Carson,Indiana,Co,202,INTRODUCED,Senator,
1053,377,,Davis,California,Co,403,INTRODUCED,Senator,
1054,377,,Brownley,California,Co,92,INTRODUCED,Senator,
1055,377,,Clark,Massachusetts,Co,347,INTRODUCED,Senator,
1056,377,,Larsen,Washington,Co,83,INTRODUCED,Senator,
1057,377,,Clarke,New York,Co,330,INTRODUCED,Senator,
1058,377,,Larson,Connecticut,Co,342,INTRODUCED,Senator,
1059,377,,Frankel,Florida,Co,279,INTRODUCED,Senator,
1060,377,,Frankel,Florida,Co,277,INTRODUCED,Senator,
1061,377,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator,
1062,377,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator,
1063,377,,Scott,Virginia,Co,52,INTRODUCED,Senator,328
1064,377,,Rice,New York,Co,335,INTRODUCED,Senator,
1065,377,,Ryan,Ohio,Co,262,INTRODUCED,Senator,
1066,377,,Kelly,Illinois,Co,177,INTRODUCED,Senator,
1067,377,,Brady,Pennsylvania,Co,316,INTRODUCED,Senator,
1068,377,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Senator,
1069,377,,Smith,Washington,Co,357,INTRODUCED,Senator,340
1070,377,,Thompson,California,Co,354,INTRODUCED,Senator,
1071,377,,Price,North Carolina,Co,288,INTRODUCED,Senator,
1072,377,,Lewis,Georgia,Co,221,INTRODUCED,Senator,
1073,377,,Higgins,New York,Co,290,INTRODUCED,Senator,
1074,378,,Franks,Arizona,Co,416,INTRODUCED,Senator,
1075,383,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,
1076,383,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,
1077,383,,Kelly,Illinois,Co,177,INTRODUCED,Senator,
1078,383,,Wilson,Florida,Co,278,INTRODUCED,Senator,
1079,383,,Johnson,Georgia,Co,0,INTRODUCED,Senator,184
1080,383,,Smith,Washington,Co,357,INTRODUCED,Senator,340
1081,384,,Brown,Maryland,Co,304,INTRODUCED,Senator,42
1082,384,,Johnson,Georgia,Co,0,INTRODUCED,Senator,184
1083,384,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator,
1084,384,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator,
1085,384,,Carson,Indiana,Co,202,INTRODUCED,Senator,
1086,393,,Costello,Pennsylvania,Co,308,INTRODUCED,Senator,
1087,393,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator,
1088,402,,Smith,Missouri,Co,150,INTRODUCED,Senator,340
1089,403,,Scott,Virginia,Co,52,INTRODUCED,Senator,328
1090,406,,Scott,Virginia,Primary,52,INTRODUCED,Senator,328
1091,406,,Davis,California,Co,403,INTRODUCED,Senator,
1092,407,,Johnson,Georgia,Co,0,INTRODUCED,Senator,184
1093,407,,Clarke,New York,Co,330,INTRODUCED,Senator,
1094,408,Judy,Chu,California,Co,388,INTRODUCED,Senator,
1095,408,,Clarke,New York,Co,330,INTRODUCED,Senator,
1096,408,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator,
1097,408,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator,
1098,410,,Mooney,West Virginia,Co,251,INTRODUCED,Senator,
1099,415,,Lewis,Georgia,Co,221,INTRODUCED,Senator,
1100,415,Maxine,Waters,California,Co,383,INTRODUCED,Senator,
1101,415,,Bishop,Georgia,Co,9,INTRODUCED,Senator,
1102,415,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,184
1103,415,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,184
1104,415,,Scott,Virginia,Co,52,INTRODUCED,Senator,328
1105,415,,Thompson,Mississippi,Co,155,INTRODUCED,Senator,
1106,415,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,
1107,415,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,
1108,415,David,Scott,Georgia,Co,230,INTRODUCED,Senator,328
1109,415,David,Scott,Georgia,Co,216,INTRODUCED,Senator,328
1110,415,Al,Green,Texas,Co,132,INTRODUCED,Senator,
1111,415,Al,Green,Texas,Co,128,INTRODUCED,Senator,
1112,415,,Clarke,New York,Co,330,INTRODUCED,Senator,
1113,415,,Johnson,Georgia,Co,0,INTRODUCED,Senator,184
1114,415,,Carson,Indiana,Co,202,INTRODUCED,Senator,
1115,415,,Sewell,Alabama,Co,172,INTRODUCED,Senator,
1116,415,,Wilson,Florida,Co,278,INTRODUCED,Senator,
1117,415,,Kelly,Illinois,Co,177,INTRODUCED,Senator,
1118,415,,Brown,Maryland,Co,304,INTRODUCED,Senator,42
1119,415,,Lawson,Florida,Co,249,INTRODUCED,Senator,
1120,419,,Rice,South Carolina,Co,272,INTRODUCED,Senator,
1121,420,,Esty,Connecticut,Co,337,INTRODUCED,Senator,119
1122,423,,Ryan,Ohio,Co,262,INTRODUCED,Senator,
1123,423,,Wilson,Florida,Co,278,INTRODUCED,Senator,
1124,423,,Johnson,Georgia,Co,0,INTRODUCED,Senator,184
1125,423,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,
1126,423,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,
1127,423,Judy,Chu,California,Co,388,INTRODUCED,Senator,
1128,423,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator,
1129,428,,Carson,Indiana,Co,202,INTRODUCED,Senator,
1130,431,,Clark,Massachusetts,Co,347,INTRODUCED,Senator,
1131,431,,Frankel,Florida,Co,279,INTRODUCED,Senator,
1132,431,,Frankel,Florida,Co,277,INTRODUCED,Senator,
1133,431,,Brooks,Indiana,Co,201,INTRODUCED,Senator,
1134,431,Judy,Chu,California,Co,388,INTRODUCED,Senator,
1135,431,,Jenkins,Kansas,Co,118,INTRODUCED,Senator,
1136,431,,Brownley,California,Co,92,INTRODUCED,Senator,
1137,431,,Sewell,Alabama,Co,172,INTRODUCED,Senator,
1138,431,,Clarke,New York,Co,330,INTRODUCED,Senator,
1139,431,,Wilson,Florida,Co,278,INTRODUCED,Senator,
1140,431,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,184
1141,431,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,184
1142,431,,Davis,California,Co,403,INTRODUCED,Senator,
1143,431,,Esty,Connecticut,Co,337,INTRODUCED,Senator,119
1144,432,Al,Green,Texas,Co,132,INTRODUCED,Senator,
1145,432,Al,Green,Texas,Co,128,INTRODUCED,Senator,
1146,434,Judy,Chu,California,Co,388,INTRODUCED,Senator,
1147,437,Ted,Lieu,California,Co,378,INTRODUCED,Senator,
1148,439,,Smith,Washington,Co,357,INTRODUCED,Senator,340
1149,442,,Scott,Virginia,Primary,52,PLACED_ON_CALENDAR,Senator,328
1150,442,,Ryan,Ohio,Co,262,PLACED_ON_CALENDAR,Senator,
1151,442,,Wilson,Florida,Co,278,PLACED_ON_CALENDAR,Senator,
1152,442,,Sewell,Alabama,Co,172,PLACED_ON_CALENDAR,Senator,
1153,442,,Clarke,New York,Co,330,PLACED_ON_CALENDAR,Senator,
1154,442,Ted,Lieu,California,Co,378,PLACED_ON_CALENDAR,Senator,
1155,442,,Johnson,Georgia,Co,0,PLACED_ON_CALENDAR,Senator,184
1156,442,Brendan F,Boyle,Pennsylvania,Co,315,PLACED_ON_CALENDAR,Senator,
1157,442,,Brady,Pennsylvania,Co,316,PLACED_ON_CALENDAR,Senator,
1158,442,Gene,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator,
1159,442,Gene,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator,
1160,442,,Castor,Florida,Co,42,PLACED_ON_CALENDAR,Senator,
1161,449,,Murphy,Florida,Co,264,PLACED_ON_CALENDAR,Senator,254
1162,453,,Scott,Virginia,Co,52,PLACED,Senator,328
1163,453,,Clarke,New York,Co,330,PLACED,Senator,
1164,453,Carolyn B,Maloney,New York,Co,329,PLACED,Senator,
1165,453,Carolyn B,Maloney,New York,Co,322,PLACED,Senator,
1166,453,,Davis,California,Co,403,PLACED,Senator,
1167,454,,Franks,Arizona,Co,416,PLACED,Senator,
1168,454,Jody B,Hice,Georgia,Co,229,PLACED,Senator,
1169,454,,Bishop,Utah,Co,414,PLACED,Senator,
1170,454,,Duncan,South Carolina,Co,236,PLACED,Senator,
1171,455,Brendan F,Boyle,Pennsylvania,Co,315,PLACED,Senator,
1172,455,,Clarke,New York,Co,330,PLACED,Senator,
1173,455,,Rice,New York,Co,335,PLACED,Senator,
1174,455,,Frankel,Florida,Co,279,PLACED,Senator,
1175,455,,Frankel,Florida,Co,277,PLACED,Senator,
1176,455,Carolyn B,Maloney,New York,Co,329,PLACED,Senator,
1177,455,Carolyn B,Maloney,New York,Co,322,PLACED,Senator,
1178,455,,Thompson,California,Co,354,PLACED,Senator,
1179,455,,Higgins,New York,Co,290,PLACED,Senator,
1180,455,,Smith,Washington,Co,357,PLACED,Senator,340
1181,455,Danny K,Davis,Illinois,Co,187,PLACED,Senator,
1182,455,Danny K,Davis,Illinois,Co,158,PLACED,Senator,
1183,455,,Clark,Massachusetts,Co,347,PLACED,Senator,
1184,455,,Brownley,California,Co,92,PLACED,Senator,
1185,455,,Castor,Florida,Co,42,PLACED,Senator,
1186,455,,Wilson,Florida,Co,278,PLACED,Senator,
1187,455,David,Scott,Georgia,Co,230,PLACED,Senator,328
1188,455,David,Scott,Georgia,Co,216,PLACED,Senator,328
1189,455,Michael F,Doyle,Pennsylvania,Co,282,PLACED,Senator,
1190,455,Ted,Lieu,California,Co,378,PLACED,Senator,
1191,455,,Swalwell,California,Co,361,PLACED,Senator,
1192,455,,Ryan,Ohio,Co,262,PLACED,Senator,
1193,455,,Carson,Indiana,Co,202,PLACED,Senator,
1194,455,,Brady,Pennsylvania,Co,316,PLACED,Senator,
1195,455,Gene,Green,Texas,Co,132,PLACED,Senator,
1196,455,Gene,Green,Texas,Co,128,PLACED,Senator,
1197,455,,Lawson,Florida,Co,249,PLACED,Senator,
1198,455,,Bishop,Georgia,Co,9,PLACED,Senator,
1199,455,,Davis,California,Co,403,PLACED,Senator,
1200,455,Sean P,Maloney,New York,Co,329,PLACED,Senator,
1201,455,Sean P,Maloney,New York,Co,322,PLACED,Senator,
1202,455,Eddie B,Johnson,Texas,Co,117,PLACED,Senator,184
1203,455,Eddie B,Johnson,Texas,Co,113,PLACED,Senator,184
1204,455,,Murphy,Florida,Co,264,PLACED,Senator,254
1205,455,,Price,North Carolina,Co,288,PLACED,Senator,
1206,455,,Sewell,Alabama,Co,172,PLACED,Senator,
1207,455,Judy,Chu,California,Co,388,PLACED,Senator,
1208,455,,Larsen,Washington,Co,83,PLACED,Senator,
1209,455,Al,Green,Texas,Co,132,PLACED,Senator,
1210,455,Al,Green,Texas,Co,128,PLACED,Senator,
1211,455,,Kuster,New Hampshire,Co,345,PLACED,Senator,
1212,455,,Larson,Connecticut,Co,342,PLACED,Senator,
1213,455,,Scott,Virginia,Co,52,PLACED,Senator,328
1214,455,,Johnson,Georgia,Co,0,PLACED,Senator,184
1215,455,,Kelly,Illinois,Co,177,PLACED,Senator,
1216,455,,Brown,Maryland,Co,304,PLACED,Senator,42
1217,455,,Lewis,Georgia,Co,221,PLACED,Senator,
1218,455,,Gonzalez,Texas,Co,98,PLACED,Senator,
1219,455,,Castro,Texas,Co,99,PLACED,Senator,
1220,455,,Thompson,Mississippi,Co,155,PLACED,Senator,
1221,455,Maxine,Waters,California,Co,383,PLACED,Senator,
1222,455,,Smith,New Jersey,Co,323,PLACED,Senator,340
1223,456,,Scott,Virginia,Co,52,PLACED,Senator,328
1224,456,,Smith,Washington,Co,357,PLACED,Senator,340
1225,456,Sean P,Maloney,New York,Co,329,PLACED,Senator,
1226,456,Sean P,Maloney,New York,Co,322,PLACED,Senator,
1227,458,,Curbelo,Florida,Primary,45,RECEIVED,Senator,
1228,461,,Scott,Virginia,Primary,52,REFERRED,Senator,328
1229,461,,Wilson,Florida,Co,278,REFERRED,Senator,
1230,461,,Frankel,Florida,Co,279,REFERRED,Senator,
1231,461,,Frankel,Florida,Co,277,REFERRED,Senator,
1232,461,,Carson,Indiana,Co,202,REFERRED,Senator,
1233,461,,Clark,Massachusetts,Co,347,REFERRED,Senator,
1234,461,,Castro,Texas,Co,99,REFERRED,Senator,
1235,461,,Davis,California,Co,403,REFERRED,Senator,
1236,467,,Smith,New Jersey,Primary,323,REFERRED,Senator,340
1237,468,,Smith,New Jersey,Primary,323,REFERRED,Senator,340
1238,469,,Kelly,Pennsylvania,Co,273,REPORTED,Senator,
1239,471,,Scott,Virginia,Primary,52,REPORTED,Senator,328
1240,471,,Davis,California,Co,403,REPORTED,Senator,
1241,471,,Wilson,Florida,Co,278,REPORTED,Senator,
1242,472,,Frankel,Florida,Primary,279,REPORTED,Senator,
1243,472,,Frankel,Florida,Primary,277,REPORTED,Senator,
1244,472,,Poe,Texas,Co,129,REPORTED,Senator,
1245,477,,Kelly,Illinois,Primary,177,REPORTED,Senator,
1246,477,,Swalwell,California,Co,361,REPORTED,Senator,
1247,477,,Scott,Virginia,Co,52,REPORTED,Senator,328
1248,477,,Clarke,New York,Co,330,REPORTED,Senator,
1249,477,,Thompson,Mississippi,Co,155,REPORTED,Senator,
1250,477,,Sewell,Alabama,Co,172,REPORTED,Senator,
1251,477,,Ryan,Ohio,Co,262,REPORTED,Senator,
1252,477,,Kuster,New Hampshire,Co,345,REPORTED,Senator,
1253,477,,Esty,Connecticut,Co,337,REPORTED,Senator,119
1254,484,,Kelly,Illinois,Primary,177,,,
1255,484,,Swalwell,California,Co,361,,,
1256,484,,Scott,Virginia,Co,52,,,328
1257,484,,Clarke,New York,Co,330,,,
1258,484,,Thompson,Mississippi,Co,155,,,
1259,484,,Sewell,Alabama,Co,172,,,
1260,484,,Ryan,Ohio,Co,262,,,
1261,484,,Kuster,New Hampshire,Co,345,,,
1262,485,,Royce,California,Primary,392,,,
1263,489,,Royce,California,Primary,392,,,
1264,493,,Scott,Virginia,Co,52,,,328
1265,493,,Davis,California,Co,403,,,
1266,493,,Wilson,Florida,Co,278,,,
1267,495,Brendan F,Boyle,Pennsylvania,Co,315,,,
1268,495,,Brownley,California,Co,92,,,
1269,495,,Davis,California,Co,403,,,
1270,495,Eddie B,Johnson,Texas,Co,117,,,184
1271,495,Eddie B,Johnson,Texas,Co,113,,,184
1272,495,,Johnson,Georgia,Co,0,,,184
1273,495,,Price,North Carolina,Co,288,,,
1274,495,,Ryan,Ohio,Co,262,,,
1275,495,,Swalwell,California,Co,361,,,
1276,495,,Thompson,California,Co,354,,,
1277,495,Ted,Lieu,California,Co,378,,,
1278,495,,Larson,Connecticut,Co,342,,,
1279,495,,Brown,Maryland,Co,304,,,42
1280,496,,Scott,Virginia,Co,52,,,328
1281,496,,Davis,California,Co,403,,,
1282,496,,Wilson,Florida,Co,278,,,
1283,496,,Roe,Tennessee,Co,232,,,
1284,496,,Wilson,South Carolina,Co,254,,,
1285,496,Danny K,Davis,Illinois,Co,187,,,
1286,496,Danny K,Davis,Illinois,Co,158,,,
1287,496,,Thompson,Pennsylvania,Co,280,,,
1288,496,,Curbelo,Florida,Co,45,,,
1289,497,,Lewis,Georgia,Co,221,,,
1290,497,Maxine,Waters,California,Co,383,,,
1291,497,Ted,Lieu,California,Co,378,,,
1292,497,,Davis,California,Co,403,,,
1293,497,Eddie B,Johnson,Texas,Co,117,,,184
1294,497,Eddie B,Johnson,Texas,Co,113,,,184
1295,497,Al,Green,Texas,Co,132,,,
1296,497,Al,Green,Texas,Co,128,,,
1297,497,Judy,Chu,California,Co,388,,,
1298,497,Danny K,Davis,Illinois,Co,187,,,
1299,497,Danny K,Davis,Illinois,Co,158,,,
1300,497,,Scott,Virginia,Co,52,,,328
1301,499,,Lewis,Georgia,Primary,221,,,
1302,499,,Brady,Pennsylvania,Co,316,,,
1303,499,,Bishop,Georgia,Co,9,,,
1304,499,Brendan F,Boyle,Pennsylvania,Co,315,,,
1305,499,,Brown,Maryland,Co,304,,,42
1306,499,,Brownley,California,Co,92,,,
1307,499,,Carson,Indiana,Co,202,,,
1308,499,,Castor,Florida,Co,42,,,
1309,499,,Castro,Texas,Co,99,,,
1310,499,Judy,Chu,California,Co,388,,,
1311,499,,Clark,Massachusetts,Co,347,,,
1312,499,,Clarke,New York,Co,330,,,
1313,499,Danny K,Davis,Illinois,Co,187,,,
1314,499,Danny K,Davis,Illinois,Co,158,,,
1315,499,,Davis,California,Co,403,,,
1316,499,Michael F,Doyle,Pennsylvania,Co,282,,,
1317,499,,Esty,Connecticut,Co,337,,,119
1318,499,,Frankel,Florida,Co,279,,,
1319,499,,Frankel,Florida,Co,277,,,
1320,499,,Gonzalez,Texas,Co,98,,,
1321,499,Al,Green,Texas,Co,132,,,
1322,499,Al,Green,Texas,Co,128,,,
1323,499,Gene,Green,Texas,Co,132,,,
1324,499,Gene,Green,Texas,Co,128,,,
1325,499,,Higgins,New York,Co,290,,,
1326,499,Eddie B,Johnson,Texas,Co,117,,,184
1327,499,Eddie B,Johnson,Texas,Co,113,,,184
1328,499,,Johnson,Georgia,Co,0,,,184
1329,499,,Kelly,Illinois,Co,177,,,
1330,499,,Kuster,New Hampshire,Co,345,,,
1331,499,,Larsen,Washington,Co,83,,,
1332,499,,Larson,Connecticut,Co,342,,,
1333,499,,Lawson,Florida,Co,249,,,
1334,499,Ted,Lieu,California,Co,378,,,
1335,499,Carolyn B,Maloney,New York,Co,329,,,
1336,499,Carolyn B,Maloney,New York,Co,322,,,
1337,499,Sean P,Maloney,New York,Co,329,,,
1338,499,Sean P,Maloney,New York,Co,322,,,
1339,499,,Price,North Carolina,Co,288,,,
1340,499,,Rice,New York,Co,335,,,
1341,499,,Ryan,Ohio,Co,262,,,
1342,499,David,Scott,Georgia,Co,230,,,328
1343,499,David,Scott,Georgia,Co,216,,,328
1344,499,,Scott,Virginia,Co,52,,,328
1345,499,,Sewell,Alabama,Co,172,,,
1346,499,,Smith,Washington,Co,357,,,340
1347,499,,Swalwell,California,Co,361,,,
1348,499,,Thompson,Mississippi,Co,155,,,
1349,499,,Thompson,California,Co,354,,,
1350,499,,Wilson,Florida,Co,278,,,
1351,502,Ted,Lieu,California,Co,378,,,
1352,507,,Scott,Virginia,Primary,52,,,328
1353,507,,Curbelo,Florida,Co,45,,,
1354,510,,Kelly,Illinois,Primary,177,,,
1355,510,,Clark,Massachusetts,Co,347,,,
1356,510,Al,Green,Texas,Co,132,,,
1357,510,Al,Green,Texas,Co,128,,,
1358,510,,Clarke,New York,Co,330,,,
1359,510,Maxine,Waters,California,Co,383,,,
1360,510,Danny K,Davis,Illinois,Co,187,,,
1361,510,Danny K,Davis,Illinois,Co,158,,,
1362,511,,Smith,Washington,Co,357,,,340
1363,511,Gene,Green,Texas,Co,132,,,
1364,511,Gene,Green,Texas,Co,128,,,
1365,511,Sean P,Maloney,New York,Co,329,,,
1366,511,Sean P,Maloney,New York,Co,322,,,
1367,511,Danny K,Davis,Illinois,Co,187,,,
1368,511,Danny K,Davis,Illinois,Co,158,,,
1369,511,,Lewis,Georgia,Co,221,,,
1370,511,,Johnson,Georgia,Co,0,,,184
1371,511,,Swalwell,California,Co,361,,,
1372,511,,Rice,New York,Co,335,,,
1373,511,,Ryan,Ohio,Co,262,,,
1374,511,David,Scott,Georgia,Co,230,,,328
1375,511,David,Scott,Georgia,Co,216,,,328
1376,511,,Larsen,Washington,Co,83,,,
1377,511,,Kelly,Illinois,Co,177,,,
1378,511,,Carson,Indiana,Co,202,,,
1379,511,,Clark,Massachusetts,Co,347,,,
1380,511,,Clarke,New York,Co,330,,,
1381,511,Brendan F,Boyle,Pennsylvania,Co,315,,,
1382,511,,Price,North Carolina,Co,288,,,
1383,511,,Scott,Virginia,Co,52,,,328
1384,511,Judy,Chu,California,Co,388,,,
1385,511,,Castor,Florida,Co,42,,,
1386,511,,Larson,Connecticut,Co,342,,,
1387,511,Carolyn B,Maloney,New York,Co,329,,,
1388,511,Carolyn B,Maloney,New York,Co,322,,,
1389,511,,Thompson,California,Co,354,,,
1390,511,,Wilson,Florida,Co,278,,,
1391,511,,Higgins,New York,Co,290,,,
1392,512,,Wilson,Florida,Co,278,,,
1393,512,,Clarke,New York,Co,330,,,
1394,512,,Lewis,Georgia,Co,221,,,
1395,512,Danny K,Davis,Illinois,Co,187,,,
1396,512,Danny K,Davis,Illinois,Co,158,,,
1397,512,Eddie B,Johnson,Texas,Co,117,,,184
1398,512,Eddie B,Johnson,Texas,Co,113,,,184
1399,512,,Ryan,Ohio,Co,262,,,
1400,512,Judy,Chu,California,Co,388,,,
1401,512,Al,Green,Texas,Co,132,,,
1402,512,Al,Green,Texas,Co,128,,,
1403,515,,Brooks,Indiana,Co,201,,,
1404,515,,Costello,Pennsylvania,Co,308,,,
1405,515,,King,New York,Co,336,,,197
1406,515,,Sewell,Alabama,Co,172,,,
1407,515,,Clarke,New York,Co,330,,,
1408,515,Eddie B,Johnson,Texas,Co,117,,,184
1409,515,Eddie B,Johnson,Texas,Co,113,,,184
1410,515,Judy,Chu,California,Co,388,,,
1411,515,,Rice,New York,Co,335,,,
1412,520,,Murphy,Florida,Co,264,,,254
1413,524,,Collins,Georgia,Primary,220,,,70
1414,525,,Collins,Georgia,Primary,220,,,70
1415,525,,Ryan,Ohio,Co,262,,,
1416,525,Eddie B,Johnson,Texas,Co,117,,,184
1417,525,Eddie B,Johnson,Texas,Co,113,,,184
1418,525,,Curbelo,Florida,Co,45,,,
1419,528,,Poe,Texas,Co,129,,,
1420,529,,Thompson,Pennsylvania,Primary,280,,,
1421,535,,Carson,Indiana,Co,202,,,
1422,540,Danny K,Davis,Illinois,Primary,187,,,
1423,540,Danny K,Davis,Illinois,Primary,158,,,
1424,540,,Kelly,Illinois,Co,177,,,
1425,544,,Smith,Texas,Co,452,,,340
1426,544,,Larsen,Washington,Co,83,,,
1427,544,,Graves,Missouri,Co,127,,,
1428,544,,Graves,Louisiana,Co,152,,,
1429,547,Maxine,Waters,California,Primary,383,,,
1430,547,Al,Green,Texas,Co,132,,,
1431,547,Al,Green,Texas,Co,128,,,
1432,548,,Frankel,Florida,Co,279,,,
1433,548,,Frankel,Florida,Co,277,,,
1434,548,,Kuster,New Hampshire,Co,345,,,
1435,548,Maxine,Waters,California,Co,383,,,
1436,548,Brendan F,Boyle,Pennsylvania,Co,315,,,
1437,548,,Clark,Massachusetts,Co,347,,,
1438,548,,Wilson,Florida,Co,278,,,
1439,548,Ted,Lieu,California,Co,378,,,
1440,548,,Brown,Maryland,Co,304,,,42
1441,548,,Carson,Indiana,Co,202,,,
1442,548,,Swalwell,California,Co,361,,,
1443,548,Eddie B,Johnson,Texas,Co,117,,,184
1444,548,Eddie B,Johnson,Texas,Co,113,,,184
1445,548,,Brownley,California,Co,92,,,
1446,548,Danny K,Davis,Illinois,Co,187,,,
1447,548,Danny K,Davis,Illinois,Co,158,,,
1448,548,David,Scott,Georgia,Co,230,,,328
1449,548,David,Scott,Georgia,Co,216,,,328
1450,548,,Brady,Pennsylvania,Co,316,,,
1451,548,,Johnson,Georgia,Co,0,,,184
1452,548,Al,Green,Texas,Co,132,,,
1453,548,Al,Green,Texas,Co,128,,,
1454,548,Sean P,Maloney,New York,Co,329,,,
1455,548,Sean P,Maloney,New York,Co,322,,,
1456,548,,Kelly,Illinois,Co,177,,,
1457,548,,Thompson,California,Co,354,,,
1458,548,Gene,Green,Texas,Co,132,,,
1459,548,Gene,Green,Texas,Co,128,,,
1460,548,Judy,Chu,California,Co,388,,,
1461,548,,Scott,Virginia,Co,52,,,328
1462,548,,Davis,California,Co,403,,,
1463,548,Carolyn B,Maloney,New York,Co,329,,,
1464,548,Carolyn B,Maloney,New York,Co,322,,,
1465,548,,Lewis,Georgia,Co,221,,,
1466,548,,Castor,Florida,Co,42,,,
1467,550,,Graves,Missouri,Co,127,,,
1468,557,,Graves,Missouri,Co,127,,,
1469,557,Rodney,Davis,Illinois,Co,187,,,
1470,557,Rodney,Davis,Illinois,Co,158,,,
1471,557,,Duncan,Tennessee,Co,4,,,
1472,557,,Gonzalez,Texas,Co,98,,,
1473,562,,Clarke,New York,Co,330,,,
1474,564,,Wilson,South Carolina,Co,254,,,
1475,564,,Roe,Tennessee,Co,232,,,
1476,564,,Thompson,Pennsylvania,Co,280,,,
1477,564,Francis,Rooney,Florida,Co,248,,,
1478,564,Francis,Rooney,Florida,Co,43,,,
1479,579,,Price,North Carolina,Primary,288,,,
1480,582,,Price,North Carolina,Primary,288,,,
1481,588,,Smith,Washington,Co,357,,,340
1482,592,,King,New York,Co,336,,,197
