,billid,firstname,lastname,state,primaryorco,representativeid,billstage,chambername,legistype
826,291,,Clarke,New York,Co,330,INTRODUCED,Senator,A BILL
827,291,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
828,291,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
829,291,Al,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
830,291,Al,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
831,291,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,A BILL
832,291,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,A BILL
833,291,,Kelly,Illinois,Co,177,INTRODUCED,Senator,A BILL
834,291,,Lewis,Georgia,Co,221,INTRODUCED,Senator,A BILL
835,291,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
836,291,,Scott,Virginia,Co,52,INTRODUCED,Senator,A BILL
837,291,,Sewell,Alabama,Co,172,INTRODUCED,Senator,A BILL
838,291,,Swalwell,California,Co,361,INTRODUCED,Senator,A BILL
839,291,,Wilson,Florida,Co,278,INTRODUCED,Senator,A BILL
840,293,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,A BILL
841,293,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
842,293,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
843,293,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
844,293,,Duncan,Tennessee,Co,4,INTRODUCED,Representative,A BILL
845,293,,Bishop,Georgia,Co,9,INTRODUCED,Representative,A BILL
846,293,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
847,293,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
848,293,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
849,293,David,Scott,Georgia,Co,230,INTRODUCED,Representative,A BILL
850,293,David,Scott,Georgia,Co,216,INTRODUCED,Representative,A BILL
851,293,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
852,293,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
853,293,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
854,293,Maxine,Waters,California,Co,383,INTRODUCED,Representative,A BILL
855,293,Judy,Chu,California,Co,388,INTRODUCED,Representative,A BILL
856,293,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
857,293,,Castor,Florida,Co,42,INTRODUCED,Representative,A BILL
858,293,,Roe,Tennessee,Co,232,INTRODUCED,Representative,A BILL
859,293,,Kustoff,Tennessee,Co,23,INTRODUCED,Representative,A BILL
860,293,,Brown,Maryland,Co,304,INTRODUCED,Representative,A BILL
861,293,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
862,293,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,A BILL
863,293,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,A BILL
864,294,,Thompson,Mississippi,Co,155,INTRODUCED,Senator,A BILL
865,294,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Senator,A BILL
866,296,,Royce,California,Primary,392,INTRODUCED,Senator,A BILL
867,296,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
868,296,Judy,Chu,California,Co,388,INTRODUCED,Senator,A BILL
869,296,Al,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
870,296,Al,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
871,296,Mimi,Walters,California,Co,394,INTRODUCED,Senator,A BILL
872,296,,Wilson,South Carolina,Co,254,INTRODUCED,Senator,A BILL
873,299,,Bishop,Georgia,Co,9,INTRODUCED,Senator,A BILL
874,306,,Bishop,Georgia,Co,9,INTRODUCED,Representative,A BILL
875,306,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,A BILL
876,306,Gene,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
877,306,Gene,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
878,306,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
879,306,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
880,307,,Carson,Indiana,Primary,202,INTRODUCED,Senator,A BILL
881,313,,Castro,Texas,Primary,99,INTRODUCED,Representative,A BILL
882,315,,Rice,New York,Co,335,INTRODUCED,Senator,A BILL
883,315,,Brownley,California,Co,92,INTRODUCED,Senator,A BILL
884,315,,Davis,California,Co,403,INTRODUCED,Senator,A BILL
885,315,,Ryan,Ohio,Co,262,INTRODUCED,Senator,A BILL
886,315,,Wilson,Florida,Co,278,INTRODUCED,Senator,A BILL
887,315,,Swalwell,California,Co,361,INTRODUCED,Senator,A BILL
888,318,,Clarke,New York,Co,330,ENGROSSED,Senator,AN ACT
889,320,Eddie B,Johnson,Texas,Primary,117,INTRODUCED,Senator,A BILL
890,320,Eddie B,Johnson,Texas,Primary,113,INTRODUCED,Senator,A BILL
891,320,,Clark,Massachusetts,Co,347,INTRODUCED,Senator,A BILL
892,320,,Price,North Carolina,Co,288,INTRODUCED,Senator,A BILL
893,320,,Esty,Connecticut,Co,337,INTRODUCED,Senator,A BILL
894,320,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
895,320,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
896,320,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
897,324,,Lewis,Georgia,Primary,221,INTRODUCED,Representative,A BILL
898,325,Eddie B,Johnson,Texas,Primary,117,INTRODUCED,Representative,A BILL
899,325,Eddie B,Johnson,Texas,Primary,113,INTRODUCED,Representative,A BILL
900,325,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
901,325,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
902,325,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,A BILL
903,325,,Bishop,Georgia,Co,9,INTRODUCED,Representative,A BILL
904,325,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
905,325,Al,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
906,325,Al,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
907,325,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
908,325,,Lawson,Florida,Co,249,INTRODUCED,Representative,A BILL
909,325,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
910,325,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
911,325,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
912,326,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,A BILL
913,326,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,A BILL
914,326,,Brown,Maryland,Co,304,INTRODUCED,Representative,A BILL
915,326,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
916,327,,Costello,Pennsylvania,Co,308,INTRODUCED,Representative,A BILL
917,328,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
918,328,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,A BILL
919,328,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
920,328,Ted,Lieu,California,Co,378,INTRODUCED,Representative,A BILL
921,328,,Larsen,Washington,Co,83,INTRODUCED,Representative,A BILL
922,328,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
923,328,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
924,328,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
925,328,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
926,336,,Esty,Connecticut,Primary,337,INTRODUCED,Senator,A BILL
927,339,,Brooks,Alabama,Co,178,INTRODUCED,Senator,A BILL
928,339,,Carter,Georgia,Co,44,INTRODUCED,Senator,A BILL
929,339,,Carter,Texas,Co,103,INTRODUCED,Senator,A BILL
930,339,,Duncan,South Carolina,Co,236,INTRODUCED,Senator,A BILL
931,339,Jody B,Hice,Georgia,Co,229,INTRODUCED,Senator,A BILL
932,339,,Smith,Texas,Co,452,INTRODUCED,Senator,A BILL
933,339,,Webster,Florida,Co,38,INTRODUCED,Senator,A BILL
934,341,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,A BILL
935,341,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,A BILL
936,343,,Higgins,New York,Co,290,INTRODUCED,Representative,A BILL
937,343,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
938,343,,Smith,Washington,Co,357,INTRODUCED,Representative,A BILL
939,344,,Thompson,Mississippi,Co,155,INTRODUCED,Senator,A BILL
940,344,,Kelly,Illinois,Co,177,INTRODUCED,Senator,A BILL
941,344,,Gonzalez,Texas,Co,98,INTRODUCED,Senator,A BILL
942,346,,King,New York,Primary,336,INTRODUCED,Senator,A BILL
943,346,,Rice,New York,Co,335,INTRODUCED,Senator,A BILL
944,353,Danny K,Davis,Illinois,Primary,187,INTRODUCED,Representative,A BILL
945,353,Danny K,Davis,Illinois,Primary,158,INTRODUCED,Representative,A BILL
946,354,,Davis,California,Co,403,REFERRED,Senator,AN ACT
947,354,,Scott,Virginia,Co,52,REFERRED,Senator,AN ACT
948,354,Danny K,Davis,Illinois,Co,187,REFERRED,Senator,AN ACT
949,354,Danny K,Davis,Illinois,Co,158,REFERRED,Senator,AN ACT
950,358,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,A BILL
951,358,Ted,Lieu,California,Co,378,INTRODUCED,Representative,A BILL
952,358,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
953,358,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
954,358,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
955,358,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,A BILL
956,358,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,A BILL
957,358,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
958,358,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
959,358,Judy,Chu,California,Co,388,INTRODUCED,Representative,A BILL
960,358,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
961,358,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Representative,A BILL
962,358,Al,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
963,358,Al,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
964,359,Maxine,Waters,California,Co,383,INTRODUCED,Representative,A BILL
965,359,David,Scott,Georgia,Co,230,INTRODUCED,Representative,A BILL
966,359,David,Scott,Georgia,Co,216,INTRODUCED,Representative,A BILL
967,362,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
968,362,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,A BILL
969,362,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,A BILL
970,362,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
971,362,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
972,362,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
973,362,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
974,362,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
975,362,David,Scott,Georgia,Co,230,INTRODUCED,Representative,A BILL
976,362,David,Scott,Georgia,Co,216,INTRODUCED,Representative,A BILL
977,362,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
978,362,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
979,362,Maxine,Waters,California,Co,383,INTRODUCED,Representative,A BILL
980,362,,Lawson,Florida,Co,249,INTRODUCED,Representative,A BILL
981,362,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
982,363,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
983,363,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
984,363,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
985,365,,Scott,Virginia,Co,52,INTRODUCED,Senator,A BILL
986,365,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,A BILL
987,365,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,A BILL
988,365,,Swalwell,California,Co,361,INTRODUCED,Senator,A BILL
989,365,,Brownley,California,Co,92,INTRODUCED,Senator,A BILL
990,365,,Rice,New York,Co,335,INTRODUCED,Senator,A BILL
991,365,,Carson,Indiana,Co,202,INTRODUCED,Senator,A BILL
992,365,,Price,North Carolina,Co,288,INTRODUCED,Senator,A BILL
993,365,,Clark,Massachusetts,Co,347,INTRODUCED,Senator,A BILL
994,365,,Frankel,Florida,Co,279,INTRODUCED,Senator,A BILL
995,365,,Frankel,Florida,Co,277,INTRODUCED,Senator,A BILL
996,365,,Smith,Washington,Co,357,INTRODUCED,Senator,A BILL
997,365,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator,A BILL
998,365,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator,A BILL
999,365,,Davis,California,Co,403,INTRODUCED,Senator,A BILL
1000,365,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
1001,365,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
1002,365,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
1003,365,,Larson,Connecticut,Co,342,INTRODUCED,Senator,A BILL
1004,365,,Lewis,Georgia,Co,221,INTRODUCED,Senator,A BILL
1005,365,,Brady,Pennsylvania,Co,316,INTRODUCED,Senator,A BILL
1006,365,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Senator,A BILL
1007,365,,Ryan,Ohio,Co,262,INTRODUCED,Senator,A BILL
1008,365,,Larsen,Washington,Co,83,INTRODUCED,Senator,A BILL
1009,365,,Castor,Florida,Co,42,INTRODUCED,Senator,A BILL
1010,365,,Esty,Connecticut,Co,337,INTRODUCED,Senator,A BILL
1011,367,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
1012,367,,Davis,California,Co,403,INTRODUCED,Representative,A BILL
1013,368,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
1014,368,,Brown,Maryland,Co,304,INTRODUCED,Representative,A BILL
1015,368,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,A BILL
1016,368,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,A BILL
1017,368,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1018,368,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
1019,368,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
1020,368,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
1021,368,Al,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
1022,368,Al,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
1023,368,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
1024,368,David,Scott,Georgia,Co,230,INTRODUCED,Representative,A BILL
1025,368,David,Scott,Georgia,Co,216,INTRODUCED,Representative,A BILL
1026,369,,Kelly,Illinois,Co,177,INTRODUCED,Senator,A BILL
1027,369,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
1028,369,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
1029,369,David,Scott,Georgia,Co,230,INTRODUCED,Senator,A BILL
1030,369,David,Scott,Georgia,Co,216,INTRODUCED,Senator,A BILL
1031,369,Al,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
1032,369,Al,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
1033,369,,Wilson,Florida,Co,278,INTRODUCED,Senator,A BILL
1034,369,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,A BILL
1035,369,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,A BILL
1036,369,,Clarke,New York,Co,330,INTRODUCED,Senator,A BILL
1037,369,,Brown,Maryland,Co,304,INTRODUCED,Senator,A BILL
1038,369,,Carson,Indiana,Co,202,INTRODUCED,Senator,A BILL
1039,376,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1040,376,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
1041,376,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
1042,376,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
1043,377,,Swalwell,California,Co,361,INTRODUCED,Representative,A BILL
1044,377,Judy,Chu,California,Co,388,INTRODUCED,Representative,A BILL
1045,377,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
1046,377,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Representative,A BILL
1047,377,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
1048,377,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
1049,377,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
1050,377,Al,Green,Texas,Co,132,INTRODUCED,Representative,A BILL
1051,377,Al,Green,Texas,Co,128,INTRODUCED,Representative,A BILL
1052,377,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
1053,377,,Davis,California,Co,403,INTRODUCED,Representative,A BILL
1054,377,,Brownley,California,Co,92,INTRODUCED,Representative,A BILL
1055,377,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,A BILL
1056,377,,Larsen,Washington,Co,83,INTRODUCED,Representative,A BILL
1057,377,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1058,377,,Larson,Connecticut,Co,342,INTRODUCED,Representative,A BILL
1059,377,,Frankel,Florida,Co,279,INTRODUCED,Representative,A BILL
1060,377,,Frankel,Florida,Co,277,INTRODUCED,Representative,A BILL
1061,377,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
1062,377,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
1063,377,,Scott,Virginia,Co,52,INTRODUCED,Representative,A BILL
1064,377,,Rice,New York,Co,335,INTRODUCED,Representative,A BILL
1065,377,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
1066,377,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
1067,377,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,A BILL
1068,377,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,A BILL
1069,377,,Smith,Washington,Co,357,INTRODUCED,Representative,A BILL
1070,377,,Thompson,California,Co,354,INTRODUCED,Representative,A BILL
1071,377,,Price,North Carolina,Co,288,INTRODUCED,Representative,A BILL
1072,377,,Lewis,Georgia,Co,221,INTRODUCED,Representative,A BILL
1073,377,,Higgins,New York,Co,290,INTRODUCED,Representative,A BILL
1074,378,,Franks,Arizona,Co,416,INTRODUCED,Senator,A BILL
1075,383,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,A BILL
1076,383,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,A BILL
1077,383,,Kelly,Illinois,Co,177,INTRODUCED,Representative,A BILL
1078,383,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
1079,383,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
1080,383,,Smith,Washington,Co,357,INTRODUCED,Representative,A BILL
1081,384,,Brown,Maryland,Co,304,ENROLLED,Representative,AN ACT
1082,384,,Johnson,Georgia,Co,0,ENROLLED,Representative,AN ACT
1083,384,Carolyn B,Maloney,New York,Co,329,ENROLLED,Representative,AN ACT
1084,384,Carolyn B,Maloney,New York,Co,322,ENROLLED,Representative,AN ACT
1085,384,,Carson,Indiana,Co,202,ENROLLED,Representative,AN ACT
1086,393,,Costello,Pennsylvania,Co,308,INTRODUCED,Representative,A BILL
1087,393,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative,A BILL
1088,402,,Smith,Missouri,Co,150,INTRODUCED,Representative,A BILL
1089,403,,Scott,Virginia,Co,52,INTRODUCED,Senator,A BILL
1090,406,,Scott,Virginia,Primary,52,INTRODUCED,Representative,A BILL
1091,406,,Davis,California,Co,403,INTRODUCED,Representative,A BILL
1092,407,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
1093,407,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1094,408,Judy,Chu,California,Co,388,INTRODUCED,Representative,A BILL
1095,408,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1096,408,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,A BILL
1097,408,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,A BILL
1098,410,,Mooney,West Virginia,Co,251,INTRODUCED,Senator,A BILL
1099,415,,Lewis,Georgia,Co,221,INTRODUCED,Senator,A BILL
1100,415,Maxine,Waters,California,Co,383,INTRODUCED,Senator,A BILL
1101,415,,Bishop,Georgia,Co,9,INTRODUCED,Senator,A BILL
1102,415,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator,A BILL
1103,415,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator,A BILL
1104,415,,Scott,Virginia,Co,52,INTRODUCED,Senator,A BILL
1105,415,,Thompson,Mississippi,Co,155,INTRODUCED,Senator,A BILL
1106,415,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator,A BILL
1107,415,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator,A BILL
1108,415,David,Scott,Georgia,Co,230,INTRODUCED,Senator,A BILL
1109,415,David,Scott,Georgia,Co,216,INTRODUCED,Senator,A BILL
1110,415,Al,Green,Texas,Co,132,INTRODUCED,Senator,A BILL
1111,415,Al,Green,Texas,Co,128,INTRODUCED,Senator,A BILL
1112,415,,Clarke,New York,Co,330,INTRODUCED,Senator,A BILL
1113,415,,Johnson,Georgia,Co,0,INTRODUCED,Senator,A BILL
1114,415,,Carson,Indiana,Co,202,INTRODUCED,Senator,A BILL
1115,415,,Sewell,Alabama,Co,172,INTRODUCED,Senator,A BILL
1116,415,,Wilson,Florida,Co,278,INTRODUCED,Senator,A BILL
1117,415,,Kelly,Illinois,Co,177,INTRODUCED,Senator,A BILL
1118,415,,Brown,Maryland,Co,304,INTRODUCED,Senator,A BILL
1119,415,,Lawson,Florida,Co,249,INTRODUCED,Senator,A BILL
1120,419,,Rice,South Carolina,Co,272,INTRODUCED,Representative,A BILL
1121,420,,Esty,Connecticut,Co,337,INTRODUCED,Senator,A BILL
1122,423,,Ryan,Ohio,Co,262,INTRODUCED,Senator,A BILL
1123,423,,Wilson,Florida,Co,278,INTRODUCED,Senator,A BILL
1124,423,,Johnson,Georgia,Co,0,INTRODUCED,Senator,A BILL
1125,423,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator,A BILL
1126,423,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator,A BILL
1127,423,Judy,Chu,California,Co,388,INTRODUCED,Senator,A BILL
1128,423,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator,A BILL
1129,428,,Carson,Indiana,Co,202,INTRODUCED,Representative,A BILL
1130,431,,Clark,Massachusetts,Co,347,REPORTED,Representative,A BILL
1131,431,,Frankel,Florida,Co,279,REPORTED,Representative,A BILL
1132,431,,Frankel,Florida,Co,277,REPORTED,Representative,A BILL
1133,431,,Brooks,Indiana,Co,201,REPORTED,Representative,A BILL
1134,431,Judy,Chu,California,Co,388,REPORTED,Representative,A BILL
1135,431,,Jenkins,Kansas,Co,118,REPORTED,Representative,A BILL
1136,431,,Brownley,California,Co,92,REPORTED,Representative,A BILL
1137,431,,Sewell,Alabama,Co,172,REPORTED,Representative,A BILL
1138,431,,Clarke,New York,Co,330,REPORTED,Representative,A BILL
1139,431,,Wilson,Florida,Co,278,REPORTED,Representative,A BILL
1140,431,Eddie B,Johnson,Texas,Co,117,REPORTED,Representative,A BILL
1141,431,Eddie B,Johnson,Texas,Co,113,REPORTED,Representative,A BILL
1142,431,,Davis,California,Co,403,REPORTED,Representative,A BILL
1143,431,,Esty,Connecticut,Co,337,REPORTED,Representative,A BILL
1144,432,Al,Green,Texas,Co,132,ENGROSSED,Senator,AN ACT
1145,432,Al,Green,Texas,Co,128,ENGROSSED,Senator,AN ACT
1146,434,Judy,Chu,California,Co,388,INTRODUCED,Representative,A BILL
1147,437,Ted,Lieu,California,Co,378,INTRODUCED,Senator,A BILL
1148,439,,Smith,Washington,Co,357,INTRODUCED,Senator,A BILL
1149,442,,Scott,Virginia,Primary,52,INTRODUCED,Representative,A BILL
1150,442,,Ryan,Ohio,Co,262,INTRODUCED,Representative,A BILL
1151,442,,Wilson,Florida,Co,278,INTRODUCED,Representative,A BILL
1152,442,,Sewell,Alabama,Co,172,INTRODUCED,Representative,A BILL
1153,442,,Clarke,New York,Co,330,INTRODUCED,Representative,A BILL
1154,442,Ted,Lieu,California,Co,378,INTRODUCED,Representative,A BILL
1155,442,,Johnson,Georgia,Co,0,INTRODUCED,Representative,A BILL
1156,442,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,A BILL
1157,442,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,A BILL
